19.938,25.953,31.97,37.987,44.001,50.004
19.918,25.943,31.966,37.987,44.006,50.015
19.934,25.95,31.967,37.985,44.002,50.01
19.928,25.944,31.962,37.981,43.997,50.006
19.708,25.731,31.753,37.774,43.794,49.805
16.314,22.337,28.358,34.377,40.393,46.393
