3.0196,4.0187,5.0182,6.0177,7.0167,8.0139
3.0163,4.0172,5.0176,6.0178,7.0176,8.0158
3.019,4.0182,5.0178,6.0175,7.0169,8.0149
3.018,4.0173,5.017,6.0168,7.0161,8.0143
2.9814,3.9819,4.9822,5.9824,6.9823,7.981
2.4175,3.4181,4.4183,5.4182,6.4174,7.4141
